sensorID,date time,battery,co2,humidity,temperature
lw-ms-ambi-02,2025-01-22T03:46:44.529477Z,74,534,54.5,18.2
lw-ms-ambi-03,2025-01-22T03:48:40.166712Z,77,394,57,15.3
lw-ms-ambi-01,2025-01-22T03:54:40.297481Z,73,400,54.5,17.1
lw-ms-ambi-02,2025-01-22T03:56:45.716253Z,74,540,54.5,18.2
lw-ms-ambi-03,2025-01-22T03:58:38.673361Z,77,379,56.5,15.3
lw-ms-ambi-01,2025-01-22T04:04:36.959017Z,73,426,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:06:46.504956Z,74,543,54.5,18.2
lw-ms-ambi-03,2025-01-22T04:08:40.611560Z,77,378,56.5,15.3
lw-ms-ambi-01,2025-01-22T04:14:36.971398Z,73,409,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:16:43.985696Z,74,530,54.5,18.2
lw-ms-ambi-03,2025-01-22T04:18:42.351879Z,77,384,57,15.3
lw-ms-ambi-01,2025-01-22T04:24:37.295255Z,73,396,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:26:43.941487Z,74,543,54.5,18.1
lw-ms-ambi-03,2025-01-22T04:28:39.079850Z,77,376,56.5,15.2
lw-ms-ambi-01,2025-01-22T04:34:40.976672Z,73,403,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:36:44.154555Z,74,526,54.5,18.1
lw-ms-ambi-03,2025-01-22T04:38:42.505431Z,77,379,56.5,15.2
lw-ms-ambi-01,2025-01-22T04:44:40.401379Z,73,399,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:46:42.087195Z,74,524,54.5,18.1
lw-ms-ambi-03,2025-01-22T04:48:42.538129Z,77,382,56.5,15.2
lw-ms-ambi-01,2025-01-22T04:54:39.495329Z,73,387,54.5,17.1
lw-ms-ambi-02,2025-01-22T04:56:43.223349Z,74,527,54.5,18.1
lw-ms-ambi-03,2025-01-22T04:58:41.350972Z,77,381,56.5,15.2
lw-ms-ambi-01,2025-01-22T05:04:41.092003Z,73,398,54.5,17
lw-ms-ambi-02,2025-01-22T05:06:43.250249Z,74,521,54.5,18.1
lw-ms-ambi-03,2025-01-22T05:08:42.428925Z,77,387,56.5,15.2
lw-ms-ambi-01,2025-01-22T05:14:39.763465Z,73,386,54.5,17
lw-ms-ambi-02,2025-01-22T05:16:44.149994Z,74,523,54.5,18.1
lw-ms-ambi-03,2025-01-22T05:18:40.026757Z,77,381,56.5,15.1
lw-ms-ambi-01,2025-01-22T05:24:40.164287Z,73,387,54.5,17
lw-ms-ambi-03,2025-01-22T05:28:40.838935Z,77,370,56.5,15.1
lw-ms-ambi-01,2025-01-22T05:34:36.686868Z,73,395,54.5,17
lw-ms-ambi-02,2025-01-22T05:36:45.681351Z,74,511,54.5,18.1
lw-ms-ambi-03,2025-01-22T05:38:40.679539Z,77,399,56.5,15.1
lw-ms-ambi-01,2025-01-22T05:44:37.415469Z,73,393,54.5,17
lw-ms-ambi-02,2025-01-22T05:46:44.152603Z,74,513,54.5,18.1
lw-ms-ambi-03,2025-01-22T05:48:42.583102Z,77,386,56.5,15.1
lw-ms-ambi-01,2025-01-22T05:54:38.312316Z,73,380,54.5,16.9
lw-ms-ambi-03,2025-01-22T05:58:39.995155Z,77,381,56.5,15
lw-ms-ambi-02,2025-01-22T06:06:46.936625Z,74,512,54.5,18
lw-ms-ambi-03,2025-01-22T06:08:39.980975Z,77,380,56.5,15
lw-ms-ambi-01,2025-01-22T06:14:39.884988Z,73,366,54,16.9
lw-ms-ambi-02,2025-01-22T06:16:46.389146Z,74,513,54.5,18
lw-ms-ambi-03,2025-01-22T06:18:38.881638Z,77,377,56.5,15
lw-ms-ambi-01,2025-01-22T06:24:38.841906Z,73,368,54,16.8
lw-ms-ambi-02,2025-01-22T06:26:41.685867Z,74,506,54,18
lw-ms-ambi-03,2025-01-22T06:28:39.276102Z,77,379,56.5,15
lw-ms-ambi-01,2025-01-22T06:34:39.319237Z,73,371,54,16.8
lw-ms-ambi-02,2025-01-22T06:36:42.458997Z,74,501,54,18
lw-ms-ambi-03,2025-01-22T06:38:42.262859Z,77,368,56.5,15
lw-ms-ambi-01,2025-01-22T06:44:37.106512Z,73,365,54.5,16.8
lw-ms-ambi-02,2025-01-22T06:46:45.502743Z,74,502,54,18
lw-ms-ambi-03,2025-01-22T06:48:38.124263Z,77,378,56.5,15
lw-ms-ambi-01,2025-01-22T06:54:39.795630Z,73,365,54,16.8
lw-ms-ambi-03,2025-01-22T06:58:43.046494Z,77,377,56.5,15
lw-ms-ambi-01,2025-01-22T07:04:40.430690Z,73,366,54.5,16.7
lw-ms-ambi-02,2025-01-22T07:06:43.089596Z,74,500,54,18
lw-ms-ambi-03,2025-01-22T07:08:40.752068Z,77,371,56.5,15
lw-ms-ambi-01,2025-01-22T07:14:38.558522Z,73,357,54.5,16.7
lw-ms-ambi-02,2025-01-22T07:16:44.830069Z,74,482,54,18
lw-ms-ambi-03,2025-01-22T07:18:40.509084Z,77,373,56.5,15
lw-ms-ambi-01,2025-01-22T07:24:39.268173Z,73,354,54,16.7
lw-ms-ambi-02,2025-01-22T07:26:46.327783Z,74,495,54,17.9
lw-ms-ambi-01,2025-01-22T07:34:37.221435Z,73,358,54.5,16.6
lw-ms-ambi-02,2025-01-22T07:36:44.984079Z,74,480,54,18
lw-ms-ambi-03,2025-01-22T07:38:42.385519Z,77,373,56.5,15
lw-ms-ambi-01,2025-01-22T07:44:39.608496Z,73,352,54,16.6
lw-ms-ambi-02,2025-01-22T07:46:42.338375Z,74,496,54,17.9
lw-ms-ambi-03,2025-01-22T07:48:40.689035Z,77,380,56.5,15.1
lw-ms-ambi-01,2025-01-22T07:54:41.508940Z,73,348,54.5,16.6
lw-ms-ambi-02,2025-01-22T07:56:43.835153Z,74,479,54,17.9
lw-ms-ambi-03,2025-01-22T07:58:40.076060Z,77,374,56.5,15.1
lw-ms-ambi-01,2025-01-22T08:04:41.228534Z,73,350,54.5,16.6
lw-ms-ambi-02,2025-01-22T08:06:46.001313Z,74,481,54,17.9
lw-ms-ambi-03,2025-01-22T08:08:39.422845Z,77,389,56,15.2
lw-ms-ambi-01,2025-01-22T08:14:40.161947Z,73,344,54,16.6
lw-ms-ambi-03,2025-01-22T08:18:39.045536Z,77,386,56,15.2
lw-ms-ambi-01,2025-01-22T08:24:37.863610Z,73,360,54,16.6
lw-ms-ambi-02,2025-01-22T08:26:41.754055Z,74,479,54,17.9
lw-ms-ambi-03,2025-01-22T08:28:39.230560Z,77,384,56,15.2
lw-ms-ambi-01,2025-01-22T08:34:38.702857Z,73,344,54,16.6
lw-ms-ambi-02,2025-01-22T08:36:46.719255Z,74,484,54,17.9
lw-ms-ambi-03,2025-01-22T08:38:42.654086Z,77,378,56,15.3
lw-ms-ambi-01,2025-01-22T08:44:39.576364Z,73,345,54,16.6
lw-ms-ambi-02,2025-01-22T08:46:43.210806Z,73,477,54,17.9
lw-ms-ambi-03,2025-01-22T08:48:39.934649Z,77,391,56,15.4
lw-ms-ambi-01,2025-01-22T08:54:36.735474Z,73,347,54,16.7
lw-ms-ambi-02,2025-01-22T08:56:43.721530Z,73,468,54,17.9
lw-ms-ambi-03,2025-01-22T08:58:42.479941Z,77,372,56,15.4
lw-ms-ambi-01,2025-01-22T09:04:40.083566Z,73,360,54,16.7
lw-ms-ambi-02,2025-01-22T09:06:42.427956Z,73,472,54,18
lw-ms-ambi-03,2025-01-22T09:08:39.490864Z,77,380,56,15.5
lw-ms-ambi-01,2025-01-22T09:14:38.888417Z,73,357,54,16.7
lw-ms-ambi-02,2025-01-22T09:16:45.595333Z,73,467,54,17.9
lw-ms-ambi-03,2025-01-22T09:18:39.932942Z,77,381,56,15.4
lw-ms-ambi-01,2025-01-22T09:24:38.999453Z,73,350,54,16.7
lw-ms-ambi-02,2025-01-22T09:26:52.193622Z,73,458,53.5,17.9
lw-ms-ambi-03,2025-01-22T09:28:38.834118Z,77,384,56,15.5
lw-ms-ambi-01,2025-01-22T09:34:44.212408Z,73,338,54,16.7
lw-ms-ambi-02,2025-01-22T09:36:41.959960Z,73,464,53.5,17.9
lw-ms-ambi-03,2025-01-22T09:38:38.646726Z,77,379,56,15.5
lw-ms-ambi-01,2025-01-22T09:44:45.635213Z,73,348,54,16.8
lw-ms-ambi-02,2025-01-22T09:46:44.866235Z,73,452,53.5,18
lw-ms-ambi-03,2025-01-22T09:48:42.636999Z,77,379,56,15.5
lw-ms-ambi-01,2025-01-22T09:54:44.332781Z,73,345,54,16.8
lw-ms-ambi-02,2025-01-22T09:56:44.666692Z,73,467,53.5,18
lw-ms-ambi-03,2025-01-22T09:58:41.346947Z,77,391,56,15.5
lw-ms-ambi-01,2025-01-22T10:04:45.132774Z,73,339,54,16.8
lw-ms-ambi-02,2025-01-22T10:06:45.675488Z,73,454,53.5,18
lw-ms-ambi-03,2025-01-22T10:08:39.978821Z,77,375,56,15.6
lw-ms-ambi-01,2025-01-22T10:14:45.382841Z,73,345,54,16.8
lw-ms-ambi-02,2025-01-22T10:16:43.952596Z,73,463,53.5,18
lw-ms-ambi-03,2025-01-22T10:18:42.058967Z,77,378,56,15.6
lw-ms-ambi-01,2025-01-22T10:24:45.517895Z,73,335,54,16.9
lw-ms-ambi-02,2025-01-22T10:26:42.327273Z,73,452,53.5,18
lw-ms-ambi-03,2025-01-22T10:28:39.524314Z,77,390,56,15.6
lw-ms-ambi-01,2025-01-22T10:34:43.473805Z,73,343,54,16.8
lw-ms-ambi-02,2025-01-22T10:36:46.400846Z,73,457,53.5,18
lw-ms-ambi-03,2025-01-22T10:38:39.957176Z,77,376,56.5,15.6
lw-ms-ambi-02,2025-01-22T10:46:43.263543Z,73,458,53.5,18
lw-ms-ambi-03,2025-01-22T10:48:41.691791Z,77,374,56.5,15.6
lw-ms-ambi-01,2025-01-22T10:54:44.773676Z,73,327,54.5,16.9
lw-ms-ambi-02,2025-01-22T10:56:45.056321Z,73,450,53.5,18
lw-ms-ambi-03,2025-01-22T10:58:40.491420Z,77,378,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:04:45.082059Z,73,331,54.5,17
lw-ms-ambi-02,2025-01-22T11:06:46.332985Z,73,468,53.5,18
lw-ms-ambi-03,2025-01-22T11:08:39.473025Z,77,375,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:14:46.250570Z,73,329,54,16.9
lw-ms-ambi-02,2025-01-22T11:16:45.576423Z,73,444,53.5,18
lw-ms-ambi-03,2025-01-22T11:18:39.232311Z,77,369,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:24:46.833213Z,73,328,54.5,17
lw-ms-ambi-02,2025-01-22T11:26:45.437492Z,73,466,53.5,18
lw-ms-ambi-03,2025-01-22T11:28:40.454619Z,77,372,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:34:46.747042Z,73,326,54.5,17
lw-ms-ambi-02,2025-01-22T11:36:42.283315Z,73,470,53.5,18
lw-ms-ambi-03,2025-01-22T11:38:41.156406Z,77,368,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:44:46.145292Z,73,324,54.5,17.1
lw-ms-ambi-02,2025-01-22T11:46:41.897157Z,73,468,53.5,18
lw-ms-ambi-03,2025-01-22T11:48:41.457881Z,77,378,56.5,15.7
lw-ms-ambi-01,2025-01-22T11:54:47.404801Z,73,318,54.5,17.1
lw-ms-ambi-02,2025-01-22T11:56:45.130973Z,73,469,53.5,18
lw-ms-ambi-03,2025-01-22T11:58:39.543059Z,77,367,56.5,15.8
lw-ms-ambi-01,2025-01-22T12:04:43.717039Z,73,331,54,17.1
lw-ms-ambi-02,2025-01-22T12:06:46.471442Z,73,457,53.5,18
lw-ms-ambi-03,2025-01-22T12:08:43.019320Z,77,366,56.5,15.8
lw-ms-ambi-01,2025-01-22T12:14:45.368528Z,73,317,54.5,17.1
lw-ms-ambi-02,2025-01-22T12:16:41.593956Z,73,458,53.5,18
lw-ms-ambi-03,2025-01-22T12:18:38.352395Z,77,360,56.5,15.8
lw-ms-ambi-01,2025-01-22T12:24:43.920702Z,73,318,54.5,17.1
lw-ms-ambi-02,2025-01-22T12:26:46.720179Z,73,466,53.5,18
lw-ms-ambi-03,2025-01-22T12:28:40.114705Z,77,366,57,15.8
lw-ms-ambi-01,2025-01-22T12:34:45.193136Z,73,332,54.5,17.2
lw-ms-ambi-02,2025-01-22T12:36:46.741040Z,73,464,53.5,18
lw-ms-ambi-03,2025-01-22T12:38:42.272964Z,77,358,57,15.9
lw-ms-ambi-01,2025-01-22T12:44:42.840365Z,73,315,54.5,17.2
lw-ms-ambi-02,2025-01-22T12:46:43.666447Z,73,458,53.5,18.1
lw-ms-ambi-03,2025-01-22T12:48:39.094996Z,77,362,57,15.9
lw-ms-ambi-01,2025-01-22T12:54:44.641125Z,73,324,54.5,17.2
lw-ms-ambi-02,2025-01-22T12:56:46.185876Z,73,462,53.5,18.1
lw-ms-ambi-03,2025-01-22T12:58:41.274815Z,77,363,56.5,15.9
lw-ms-ambi-01,2025-01-22T13:04:43.253652Z,73,308,54.5,17.3
lw-ms-ambi-02,2025-01-22T13:06:46.253856Z,73,459,53.5,18.1
lw-ms-ambi-03,2025-01-22T13:08:41.688077Z,77,364,56.5,16
lw-ms-ambi-01,2025-01-22T13:14:47.194200Z,73,317,54.5,17.3
lw-ms-ambi-02,2025-01-22T13:16:44.529932Z,73,449,53.5,18.1
lw-ms-ambi-03,2025-01-22T13:18:38.921072Z,77,368,56.5,15.9
lw-ms-ambi-01,2025-01-22T13:24:43.884661Z,73,322,54.5,17.3
lw-ms-ambi-02,2025-01-22T13:26:44.988180Z,73,467,53,18.2
lw-ms-ambi-03,2025-01-22T13:28:42.037818Z,77,370,57,16
lw-ms-ambi-01,2025-01-22T13:34:45.975934Z,73,314,54,17.3
lw-ms-ambi-02,2025-01-22T13:36:42.827576Z,73,462,53,18.3
lw-ms-ambi-03,2025-01-22T13:38:40.129528Z,77,360,56.5,16
lw-ms-ambi-01,2025-01-22T13:44:46.928138Z,73,296,54,17.3
lw-ms-ambi-02,2025-01-22T13:46:42.299667Z,73,459,53,18.2
lw-ms-ambi-03,2025-01-22T13:48:40.988365Z,77,363,56.5,16
lw-ms-ambi-01,2025-01-22T13:54:43.954009Z,73,313,54,17.3
lw-ms-ambi-02,2025-01-22T13:56:46.116009Z,73,459,53,18.3
lw-ms-ambi-01,2025-01-22T14:04:46.181609Z,73,311,54,17.3
lw-ms-ambi-02,2025-01-22T14:06:42.356078Z,73,450,53,18.2
lw-ms-ambi-03,2025-01-22T14:08:40.591078Z,77,365,56.5,16.1
lw-ms-ambi-02,2025-01-22T14:16:44.395703Z,73,435,53,18.2
lw-ms-ambi-03,2025-01-22T14:18:37.898041Z,77,366,56.5,16
lw-ms-ambi-01,2025-01-22T14:24:44.115212Z,73,312,54,17.2
lw-ms-ambi-02,2025-01-22T14:26:43.228767Z,73,486,53.5,18.2
lw-ms-ambi-03,2025-01-22T14:28:40.231425Z,77,362,56.5,16
lw-ms-ambi-01,2025-01-22T14:34:43.539371Z,73,307,54.5,17.2
lw-ms-ambi-02,2025-01-22T14:36:43.005903Z,73,498,53.5,18.3
lw-ms-ambi-03,2025-01-22T14:38:40.392129Z,77,366,56.5,16
lw-ms-ambi-01,2025-01-22T14:44:46.014793Z,73,308,54.5,17.2
lw-ms-ambi-02,2025-01-22T14:46:44.032433Z,73,519,53.5,18.3
lw-ms-ambi-03,2025-01-22T14:48:38.521896Z,77,357,56.5,15.9
lw-ms-ambi-01,2025-01-22T14:54:47.263169Z,73,304,54.5,17.2
lw-ms-ambi-02,2025-01-22T14:56:45.142608Z,73,546,54,18.3
lw-ms-ambi-03,2025-01-22T14:58:41.373895Z,77,367,56.5,16
lw-ms-ambi-01,2025-01-22T15:04:44.595495Z,73,318,54,17.2
lw-ms-ambi-02,2025-01-22T15:06:44.004884Z,73,565,54,18.3
lw-ms-ambi-03,2025-01-22T15:08:39.787637Z,77,358,56,16
lw-ms-ambi-01,2025-01-22T15:14:44.265820Z,73,310,54,17.2
lw-ms-ambi-02,2025-01-22T15:16:44.941694Z,73,550,54,18.3
lw-ms-ambi-03,2025-01-22T15:18:39.822182Z,77,354,56.5,16
lw-ms-ambi-01,2025-01-22T15:24:46.913226Z,73,307,54,17.2
lw-ms-ambi-02,2025-01-22T15:26:44.202765Z,73,568,54,18.3
lw-ms-ambi-03,2025-01-22T15:28:39.396193Z,77,377,56,16
lw-ms-ambi-01,2025-01-22T15:34:43.032542Z,73,339,54.5,17.2
lw-ms-ambi-02,2025-01-22T15:36:42.179697Z,73,587,54,18.3
lw-ms-ambi-03,2025-01-22T15:38:39.259390Z,77,369,56,15.9
lw-ms-ambi-01,2025-01-22T15:44:46.963898Z,73,335,54.5,17.2
lw-ms-ambi-02,2025-01-22T15:46:43.780266Z,73,574,54,18.2
lw-ms-ambi-03,2025-01-22T15:48:39.581723Z,77,374,56.5,15.9
lw-ms-ambi-01,2025-01-22T15:54:46.433701Z,73,337,54.5,17.2
lw-ms-ambi-02,2025-01-22T15:56:44.925463Z,73,591,54,18.2
lw-ms-ambi-03,2025-01-22T15:58:40.468523Z,77,348,56.5,15.9
