sensorID,date time,battery,co2,humidity,temperature
lw-ms-ambi-03,2025-05-09T04:08:43.295723Z,70,400,54.5,17.2
lw-ms-ambi-01,2025-05-09T04:14:44.566900Z,66,415,54.5,16.9
lw-ms-ambi-02,2025-05-09T04:18:41.784731Z,64,700,43,23.9
lw-ms-ambi-03,2025-05-09T04:18:42.126114Z,70,404,54,17.1
lw-ms-ambi-01,2025-05-09T04:24:40.855735Z,66,428,55,16.9
lw-ms-ambi-02,2025-05-09T04:28:42.010451Z,64,717,43,23.9
lw-ms-ambi-03,2025-05-09T04:28:42.221595Z,70,397,54,17.1
lw-ms-ambi-03,2025-05-09T04:38:42.070699Z,70,398,54.5,17.1
lw-ms-ambi-02,2025-05-09T04:38:42.284171Z,64,717,43,23.8
lw-ms-ambi-01,2025-05-09T04:44:44.489233Z,66,411,54.5,16.8
lw-ms-ambi-02,2025-05-09T04:48:40.147158Z,64,724,43,23.8
lw-ms-ambi-03,2025-05-09T04:48:45.811357Z,70,399,54,17.1
lw-ms-ambi-01,2025-05-09T04:54:43.830106Z,66,406,54.5,16.8
lw-ms-ambi-02,2025-05-09T04:58:40.993915Z,64,700,43,23.8
lw-ms-ambi-03,2025-05-09T04:58:41.918019Z,70,391,54,17
lw-ms-ambi-01,2025-05-09T05:04:42.403822Z,66,401,55,16.8
lw-ms-ambi-02,2025-05-09T05:08:40.613001Z,64,697,43,23.7
lw-ms-ambi-03,2025-05-09T05:08:44.525481Z,70,399,54.5,17
lw-ms-ambi-01,2025-05-09T05:14:42.146729Z,66,400,55,16.8
lw-ms-ambi-02,2025-05-09T05:18:42.634188Z,64,680,43,23.7
lw-ms-ambi-03,2025-05-09T05:18:46.000658Z,70,403,54.5,17
lw-ms-ambi-02,2025-05-09T05:28:41.499070Z,64,685,43,23.7
lw-ms-ambi-03,2025-05-09T05:28:46.131698Z,70,391,54.5,17
lw-ms-ambi-01,2025-05-09T05:34:43.046250Z,66,399,55,16.8
lw-ms-ambi-02,2025-05-09T05:38:41.679016Z,64,671,43,23.6
lw-ms-ambi-03,2025-05-09T05:38:42.769834Z,70,390,54.5,17
lw-ms-ambi-01,2025-05-09T05:44:44.223008Z,66,395,55,16.7
lw-ms-ambi-02,2025-05-09T05:48:38.892110Z,64,676,43,23.6
lw-ms-ambi-03,2025-05-09T05:48:43.044309Z,70,392,54.5,17
lw-ms-ambi-01,2025-05-09T05:54:43.479209Z,66,384,55,16.8
lw-ms-ambi-02,2025-05-09T05:58:40.273100Z,64,658,43,23.6
lw-ms-ambi-03,2025-05-09T05:58:45.405063Z,70,401,54.5,16.9
lw-ms-ambi-01,2025-05-09T06:04:45.485636Z,66,378,55,16.7
lw-ms-ambi-02,2025-05-09T06:08:41.095377Z,64,682,43,23.5
lw-ms-ambi-03,2025-05-09T06:08:43.501769Z,70,392,54.5,17
lw-ms-ambi-01,2025-05-09T06:14:42.568091Z,66,392,55,16.7
lw-ms-ambi-02,2025-05-09T06:18:42.369092Z,64,667,43,23.5
lw-ms-ambi-03,2025-05-09T06:18:43.840039Z,70,400,54.5,16.9
lw-ms-ambi-01,2025-05-09T06:24:41.995056Z,66,382,55,16.7
lw-ms-ambi-02,2025-05-09T06:28:41.354391Z,64,655,43,23.5
lw-ms-ambi-03,2025-05-09T06:28:45.166261Z,70,387,55,17
lw-ms-ambi-01,2025-05-09T06:34:43.538119Z,66,372,55,16.7
lw-ms-ambi-02,2025-05-09T06:38:42.380690Z,64,668,43,23.4
lw-ms-ambi-03,2025-05-09T06:38:44.622921Z,70,387,54.5,17
lw-ms-ambi-01,2025-05-09T06:44:41.056663Z,66,393,55.5,16.7
lw-ms-ambi-02,2025-05-09T06:48:38.457357Z,64,670,43,23.4
lw-ms-ambi-03,2025-05-09T06:48:42.278713Z,70,393,54.5,16.9
lw-ms-ambi-01,2025-05-09T06:54:44.691975Z,66,368,55,16.7
lw-ms-ambi-02,2025-05-09T06:58:41.285151Z,64,662,43,23.4
lw-ms-ambi-03,2025-05-09T06:58:44.322477Z,70,398,55,16.9
lw-ms-ambi-01,2025-05-09T07:04:42.398601Z,66,371,55.5,16.7
lw-ms-ambi-02,2025-05-09T07:08:40.111484Z,64,645,43,23.3
lw-ms-ambi-01,2025-05-09T07:14:41.148140Z,66,376,55.5,16.7
lw-ms-ambi-02,2025-05-09T07:18:37.800303Z,64,637,43,23.3
lw-ms-ambi-03,2025-05-09T07:18:46.244379Z,70,386,55,17
lw-ms-ambi-01,2025-05-09T07:24:42.919155Z,66,359,55,16.7
lw-ms-ambi-02,2025-05-09T07:28:41.721104Z,64,639,43,23.3
lw-ms-ambi-03,2025-05-09T07:28:45.534755Z,70,393,55,17
lw-ms-ambi-01,2025-05-09T07:34:42.851825Z,66,352,55.5,16.7
lw-ms-ambi-02,2025-05-09T07:38:39.334857Z,64,643,43,23.3
lw-ms-ambi-03,2025-05-09T07:38:45.792614Z,70,393,55,17
lw-ms-ambi-01,2025-05-09T07:44:41.376217Z,66,353,55,16.8
lw-ms-ambi-02,2025-05-09T07:48:40.477682Z,64,628,43,23.3
lw-ms-ambi-03,2025-05-09T07:48:42.099793Z,70,401,55,17
lw-ms-ambi-01,2025-05-09T07:54:41.826741Z,66,361,55,16.8
lw-ms-ambi-02,2025-05-09T07:58:38.168289Z,64,616,43,23.2
lw-ms-ambi-03,2025-05-09T07:58:45.607747Z,70,390,55,17
lw-ms-ambi-01,2025-05-09T08:04:43.613788Z,66,350,55,16.8
lw-ms-ambi-02,2025-05-09T08:08:37.764707Z,64,605,43,23.2
lw-ms-ambi-03,2025-05-09T08:08:42.249333Z,70,389,55,17.4
lw-ms-ambi-01,2025-05-09T08:14:42.248771Z,66,351,55,16.8
lw-ms-ambi-02,2025-05-09T08:18:38.193718Z,64,618,43,23.2
lw-ms-ambi-03,2025-05-09T08:18:42.220324Z,70,375,52,18.4
lw-ms-ambi-01,2025-05-09T08:24:41.112182Z,66,365,55,16.8
lw-ms-ambi-02,2025-05-09T08:28:40.761871Z,64,624,43,23.1
lw-ms-ambi-03,2025-05-09T08:28:44.724871Z,70,390,52,18.3
lw-ms-ambi-01,2025-05-09T08:34:40.829576Z,66,355,55.5,16.8
lw-ms-ambi-02,2025-05-09T08:38:40.537663Z,64,610,43,23.2
lw-ms-ambi-03,2025-05-09T08:38:41.339871Z,70,389,52.5,18.1
lw-ms-ambi-01,2025-05-09T08:44:40.791481Z,66,342,55,16.9
lw-ms-ambi-02,2025-05-09T08:48:41.239353Z,64,603,43,23.1
lw-ms-ambi-03,2025-05-09T08:48:43.570085Z,70,386,53,17.9
lw-ms-ambi-01,2025-05-09T08:54:44.503322Z,66,344,55,16.9
lw-ms-ambi-02,2025-05-09T08:58:38.590103Z,64,621,43,23.1
lw-ms-ambi-03,2025-05-09T08:58:41.689174Z,70,397,53,17.7
lw-ms-ambi-01,2025-05-09T09:04:44.602146Z,66,357,55,16.9
lw-ms-ambi-02,2025-05-09T09:08:42.169792Z,64,611,43,23.1
lw-ms-ambi-03,2025-05-09T09:08:44.987390Z,70,384,53,17.7
lw-ms-ambi-01,2025-05-09T09:14:40.398904Z,66,353,55,17
lw-ms-ambi-02,2025-05-09T09:18:39.107521Z,64,601,43,23.1
lw-ms-ambi-03,2025-05-09T09:18:41.561912Z,70,378,53.5,17.6
lw-ms-ambi-01,2025-05-09T09:24:43.997117Z,66,346,55,17
lw-ms-ambi-02,2025-05-09T09:28:39.621029Z,64,593,43,23
lw-ms-ambi-03,2025-05-09T09:28:41.893736Z,70,388,53.5,17.6
lw-ms-ambi-01,2025-05-09T09:34:45.373166Z,66,338,55,17
lw-ms-ambi-03,2025-05-09T09:38:41.441035Z,70,388,53.5,17.6
lw-ms-ambi-02,2025-05-09T09:38:45.714752Z,64,590,43,23
lw-ms-ambi-01,2025-05-09T09:44:43.891259Z,66,349,55,17
lw-ms-ambi-03,2025-05-09T09:48:43.235275Z,70,369,54,17.6
lw-ms-ambi-02,2025-05-09T09:48:44.419075Z,64,594,43,23
lw-ms-ambi-01,2025-05-09T09:54:44.905545Z,66,333,55,17.1
lw-ms-ambi-02,2025-05-09T09:58:39.408317Z,64,594,43,23
lw-ms-ambi-01,2025-05-09T10:04:43.386394Z,66,331,54.5,17.1
lw-ms-ambi-02,2025-05-09T10:08:38.979964Z,64,587,43,23
lw-ms-ambi-03,2025-05-09T10:08:44.385588Z,70,386,54,17.5
lw-ms-ambi-01,2025-05-09T10:14:42.068490Z,66,337,54.5,17.1
lw-ms-ambi-02,2025-05-09T10:18:38.849895Z,64,594,43,23
lw-ms-ambi-03,2025-05-09T10:18:45.842889Z,70,396,53.5,17.6
lw-ms-ambi-01,2025-05-09T10:24:43.103430Z,66,339,54,17.1
lw-ms-ambi-02,2025-05-09T10:28:40.145245Z,64,592,43,23
lw-ms-ambi-03,2025-05-09T10:28:45.688454Z,70,382,53.5,17.6
lw-ms-ambi-01,2025-05-09T10:34:44.258298Z,66,328,54.5,17.2
lw-ms-ambi-02,2025-05-09T10:38:37.893019Z,64,578,43,22.9
lw-ms-ambi-01,2025-05-09T10:44:45.157601Z,66,341,54.5,17.2
lw-ms-ambi-02,2025-05-09T10:48:42.645275Z,64,575,43,22.9
lw-ms-ambi-03,2025-05-09T10:48:42.737545Z,70,386,53.5,17.6
lw-ms-ambi-01,2025-05-09T10:54:42.098525Z,66,333,54,17.2
lw-ms-ambi-02,2025-05-09T10:58:37.916117Z,64,575,43,22.9
lw-ms-ambi-03,2025-05-09T10:58:41.624532Z,70,378,54,17.6
lw-ms-ambi-01,2025-05-09T11:04:42.564929Z,66,328,54.5,17.3
lw-ms-ambi-02,2025-05-09T11:08:38.455317Z,64,578,43,23
lw-ms-ambi-03,2025-05-09T11:08:45.317105Z,70,383,53,17.6
lw-ms-ambi-01,2025-05-09T11:14:40.392231Z,66,326,53.5,17.3
lw-ms-ambi-02,2025-05-09T11:18:39.707938Z,64,568,43,23
lw-ms-ambi-03,2025-05-09T11:18:43.197223Z,70,379,53.5,17.7
lw-ms-ambi-01,2025-05-09T11:24:44.437445Z,66,328,54,17.3
lw-ms-ambi-02,2025-05-09T11:28:38.769423Z,64,580,43,23
lw-ms-ambi-03,2025-05-09T11:28:42.706675Z,70,382,53.5,17.8
lw-ms-ambi-01,2025-05-09T11:34:44.895939Z,66,321,54,17.4
lw-ms-ambi-03,2025-05-09T11:38:44.840780Z,70,385,54,17.8
lw-ms-ambi-02,2025-05-09T11:38:46.925368Z,64,573,42.5,23
lw-ms-ambi-01,2025-05-09T11:44:43.597036Z,66,336,53,17.4
lw-ms-ambi-02,2025-05-09T11:48:40.816487Z,64,570,42.5,23
lw-ms-ambi-03,2025-05-09T11:48:42.251286Z,70,392,53.5,17.8
lw-ms-ambi-01,2025-05-09T11:54:41.114661Z,66,327,54,17.4
lw-ms-ambi-02,2025-05-09T11:58:41.899850Z,64,577,43,23
lw-ms-ambi-03,2025-05-09T11:58:43.042130Z,70,371,53,17.9
lw-ms-ambi-01,2025-05-09T12:04:40.685604Z,66,314,54,17.5
lw-ms-ambi-03,2025-05-09T12:08:44.283429Z,70,380,53.5,17.9
lw-ms-ambi-02,2025-05-09T12:08:48.454173Z,64,560,42.5,23
lw-ms-ambi-01,2025-05-09T12:14:41.359389Z,66,323,54.5,17.5
lw-ms-ambi-02,2025-05-09T12:18:39.433253Z,64,568,43,23.1
lw-ms-ambi-03,2025-05-09T12:18:45.166452Z,70,393,54,18
lw-ms-ambi-01,2025-05-09T12:24:42.754227Z,66,335,54.5,17.6
lw-ms-ambi-03,2025-05-09T12:28:45.959026Z,70,381,54,18.1
lw-ms-ambi-02,2025-05-09T12:28:48.056550Z,64,569,42.5,23.1
lw-ms-ambi-01,2025-05-09T12:34:40.729321Z,66,338,54.5,17.6
lw-ms-ambi-02,2025-05-09T12:38:39.007023Z,64,580,42.5,23.2
lw-ms-ambi-03,2025-05-09T12:38:44.931178Z,70,381,54,18.1
lw-ms-ambi-01,2025-05-09T12:44:41.908111Z,66,329,54.5,17.6
lw-ms-ambi-02,2025-05-09T12:48:38.521657Z,64,568,42.5,23.2
lw-ms-ambi-03,2025-05-09T12:48:41.171606Z,70,378,54,18.2
lw-ms-ambi-01,2025-05-09T12:54:44.023852Z,66,330,54.5,17.6
lw-ms-ambi-03,2025-05-09T12:58:40.993262Z,70,379,54,18.2
lw-ms-ambi-02,2025-05-09T12:58:41.023879Z,64,561,42.5,23.3
lw-ms-ambi-01,2025-05-09T13:04:41.722985Z,66,330,54.5,17.6
lw-ms-ambi-03,2025-05-09T13:08:41.327250Z,70,377,54,18.3
lw-ms-ambi-02,2025-05-09T13:08:42.448813Z,64,561,42.5,23.4
lw-ms-ambi-01,2025-05-09T13:14:40.426130Z,66,338,55,17.6
lw-ms-ambi-02,2025-05-09T13:18:41.563973Z,64,569,42.5,23.5
lw-ms-ambi-03,2025-05-09T13:18:44.573829Z,70,384,53.5,18.3
lw-ms-ambi-01,2025-05-09T13:24:41.807175Z,66,319,55,17.7
lw-ms-ambi-02,2025-05-09T13:28:40.529913Z,64,538,42.5,23.6
lw-ms-ambi-03,2025-05-09T13:28:43.657603Z,70,373,53.5,18.4
lw-ms-ambi-01,2025-05-09T13:34:44.043749Z,66,332,55,17.7
lw-ms-ambi-02,2025-05-09T13:38:39.250905Z,64,544,42.5,23.7
lw-ms-ambi-03,2025-05-09T13:38:42.921007Z,70,379,53.5,18.4
lw-ms-ambi-01,2025-05-09T13:44:43.982439Z,66,333,55,17.7
lw-ms-ambi-02,2025-05-09T13:48:38.922168Z,64,563,42.5,23.8
lw-ms-ambi-03,2025-05-09T13:48:41.429080Z,70,375,53.5,18.5
lw-ms-ambi-01,2025-05-09T13:54:42.081255Z,66,326,54.5,17.7
lw-ms-ambi-02,2025-05-09T13:58:41.637648Z,64,552,42,24
lw-ms-ambi-03,2025-05-09T13:58:44.883910Z,70,383,53,18.5
lw-ms-ambi-03,2025-05-09T14:08:43.947201Z,70,378,53,18.6
lw-ms-ambi-01,2025-05-09T14:14:42.684988Z,66,317,54.5,17.7
lw-ms-ambi-02,2025-05-09T14:18:41.716716Z,64,555,42,24.3
lw-ms-ambi-03,2025-05-09T14:18:44.004944Z,70,381,53,18.6
lw-ms-ambi-01,2025-05-09T14:24:44.246920Z,66,322,54.5,17.8
lw-ms-ambi-03,2025-05-09T14:28:42.296102Z,70,370,52.5,18.6
lw-ms-ambi-01,2025-05-09T14:34:42.682946Z,66,327,54.5,17.8
lw-ms-ambi-02,2025-05-09T14:38:41.650735Z,64,558,42,24.5
lw-ms-ambi-03,2025-05-09T14:38:43.496771Z,70,366,53,18.6
lw-ms-ambi-01,2025-05-09T14:44:40.855768Z,66,315,54.5,17.8
lw-ms-ambi-03,2025-05-09T14:48:45.543600Z,70,370,53,18.6
lw-ms-ambi-01,2025-05-09T14:54:41.119178Z,66,326,54.5,17.8
lw-ms-ambi-02,2025-05-09T14:58:39.008045Z,64,553,42,24.8
lw-ms-ambi-03,2025-05-09T14:58:40.625077Z,70,391,53,18.7
lw-ms-ambi-01,2025-05-09T15:04:43.059625Z,66,319,54.5,17.8
lw-ms-ambi-02,2025-05-09T15:08:40.614745Z,64,572,42,24.9
lw-ms-ambi-03,2025-05-09T15:08:41.734739Z,70,394,52.5,18.7
lw-ms-ambi-01,2025-05-09T15:14:42.038511Z,66,324,54.5,17.9
lw-ms-ambi-02,2025-05-09T15:18:39.999420Z,64,554,42,25
lw-ms-ambi-03,2025-05-09T15:18:42.128507Z,70,368,53,18.7
lw-ms-ambi-01,2025-05-09T15:24:40.265881Z,66,327,54.5,17.9
lw-ms-ambi-02,2025-05-09T15:28:39.838Z,64,553,42,25.1
lw-ms-ambi-03,2025-05-09T15:28:45.604832Z,70,373,52.5,18.7
lw-ms-ambi-01,2025-05-09T15:34:41.972444Z,66,316,54.5,17.9
lw-ms-ambi-02,2025-05-09T15:38:38.541301Z,64,566,42,25.1
lw-ms-ambi-03,2025-05-09T15:38:43.856099Z,70,382,53,18.6
lw-ms-ambi-01,2025-05-09T15:44:40.578539Z,66,311,54.5,17.9
lw-ms-ambi-02,2025-05-09T15:48:42.299393Z,64,553,42,25.2
lw-ms-ambi-03,2025-05-09T15:48:44.907677Z,70,369,53,18.7
lw-ms-ambi-01,2025-05-09T15:54:43.192598Z,66,326,54.5,18
lw-ms-ambi-02,2025-05-09T15:58:41.583267Z,64,556,42,25.3
lw-ms-ambi-03,2025-05-09T15:58:44.571381Z,70,379,53,18.7
lw-ms-ambi-01,2025-05-09T16:04:41.889251Z,66,313,54.5,18
lw-ms-ambi-02,2025-05-09T16:08:42.062875Z,64,554,41.5,25.4
lw-ms-ambi-03,2025-05-09T16:08:44.312877Z,70,374,53,18.7
lw-ms-ambi-01,2025-05-09T16:14:43.942831Z,66,327,54.5,18
lw-ms-ambi-03,2025-05-09T16:18:44.412077Z,70,372,53,18.6
lw-ms-ambi-01,2025-05-09T16:24:44.240187Z,66,315,54.5,18
lw-ms-ambi-02,2025-05-09T16:28:41.222188Z,64,572,41.5,25.5
lw-ms-ambi-01,2025-05-09T16:34:44.367933Z,66,333,54.5,18
lw-ms-ambi-02,2025-05-09T16:38:41.646672Z,64,549,41.5,25.6
lw-ms-ambi-03,2025-05-09T16:38:41.684904Z,70,371,52.5,18.8
lw-ms-ambi-01,2025-05-09T16:44:41.761802Z,66,321,54,18.1
lw-ms-ambi-02,2025-05-09T16:48:38.244587Z,64,556,41.5,25.8
lw-ms-ambi-03,2025-05-09T16:48:43.437035Z,70,377,52,18.8
lw-ms-ambi-01,2025-05-09T16:54:42.098394Z,66,325,54,18.1
lw-ms-ambi-02,2025-05-09T16:58:40.034511Z,64,536,41,26
lw-ms-ambi-03,2025-05-09T16:58:43.501725Z,70,374,52,18.8
lw-ms-ambi-02,2025-05-09T17:08:39.734410Z,64,555,41,26
lw-ms-ambi-03,2025-05-09T17:08:45.430664Z,70,363,52,18.8
lw-ms-ambi-01,2025-05-09T17:14:42.590836Z,66,312,54,18.2
lw-ms-ambi-03,2025-05-09T17:18:40.727612Z,70,372,52,18.8
lw-ms-ambi-02,2025-05-09T17:18:41.600477Z,64,556,41,26.1
lw-ms-ambi-02,2025-05-09T17:28:40.165904Z,64,552,41,26.1
lw-ms-ambi-03,2025-05-09T17:28:44.898822Z,70,376,52.5,18.8
lw-ms-ambi-01,2025-05-09T17:34:41.176852Z,66,322,53.5,18.2
lw-ms-ambi-02,2025-05-09T17:38:40.546995Z,64,551,41,26
lw-ms-ambi-03,2025-05-09T17:38:44.128806Z,70,374,52.5,18.7
lw-ms-ambi-01,2025-05-09T17:44:42.732751Z,66,310,54,18.2
lw-ms-ambi-02,2025-05-09T17:48:38.945615Z,64,549,41.5,26
lw-ms-ambi-03,2025-05-09T17:48:40.858658Z,70,376,52.5,18.7
lw-ms-ambi-01,2025-05-09T17:54:41.298265Z,66,317,53.5,18.2
lw-ms-ambi-02,2025-05-09T17:58:38.203169Z,64,556,41.5,26
lw-ms-ambi-03,2025-05-09T17:58:45.203267Z,70,368,52.5,18.7
lw-ms-ambi-01,2025-05-09T18:04:41.571257Z,66,330,53,18.2
lw-ms-ambi-02,2025-05-09T18:08:41.525660Z,64,555,41.5,25.9
lw-ms-ambi-03,2025-05-09T18:08:43.708897Z,70,395,52.5,18.6
lw-ms-ambi-03,2025-05-09T18:18:43.453101Z,70,379,52.5,18.6
lw-ms-ambi-02,2025-05-09T18:18:46.314370Z,64,559,41.5,25.9
lw-ms-ambi-01,2025-05-09T18:24:41.976381Z,66,314,53.5,18.2
lw-ms-ambi-02,2025-05-09T18:28:38.913038Z,64,580,41.5,25.9
lw-ms-ambi-03,2025-05-09T18:28:42.474499Z,70,378,53,18.6
lw-ms-ambi-01,2025-05-09T18:34:41.766601Z,66,320,53.5,18.2
lw-ms-ambi-02,2025-05-09T18:38:41.539172Z,64,563,41.5,25.8
lw-ms-ambi-03,2025-05-09T18:38:44.831639Z,70,384,53,18.6
lw-ms-ambi-02,2025-05-09T18:48:39.088964Z,64,564,41.5,25.8
lw-ms-ambi-02,2025-05-09T18:58:40.120177Z,64,577,41.5,25.7
lw-ms-ambi-01,2025-05-09T19:04:42.120510Z,66,325,55,18.2
lw-ms-ambi-02,2025-05-09T19:08:38.255052Z,64,572,42,25.6
lw-ms-ambi-03,2025-05-09T19:08:44.215364Z,70,359,54,18.6
lw-ms-ambi-01,2025-05-09T19:14:40.619475Z,66,322,55.5,18.2
lw-ms-ambi-02,2025-05-09T19:18:40.267596Z,64,565,42,25.6
lw-ms-ambi-03,2025-05-09T19:18:45.211667Z,70,389,54.5,18.5
lw-ms-ambi-01,2025-05-09T19:24:43.240663Z,66,311,55.5,18.2
lw-ms-ambi-02,2025-05-09T19:28:40.355255Z,64,578,42,25.5
lw-ms-ambi-03,2025-05-09T19:28:45.083855Z,70,368,55,18.5
lw-ms-ambi-01,2025-05-09T19:34:50.358406Z,66,319,55.5,18.1
lw-ms-ambi-02,2025-05-09T19:38:37.863611Z,64,575,42,25.5
lw-ms-ambi-03,2025-05-09T19:38:45.314796Z,70,382,55,18.4
lw-ms-ambi-01,2025-05-09T19:44:41.797762Z,66,327,56,18.1
lw-ms-ambi-02,2025-05-09T19:48:41.240527Z,64,587,42,25.4
lw-ms-ambi-03,2025-05-09T19:48:46.914503Z,70,382,55,18.4
lw-ms-ambi-01,2025-05-09T19:54:41.100730Z,66,322,56,18.1
lw-ms-ambi-02,2025-05-09T19:58:44.246871Z,64,645,42,25.3
lw-ms-ambi-03,2025-05-09T19:58:45.875122Z,70,376,55,18.4
lw-ms-ambi-01,2025-05-09T20:04:40.126Z,66,309,56,18.1
lw-ms-ambi-03,2025-05-09T20:08:41.886613Z,70,365,55,18.3
lw-ms-ambi-02,2025-05-09T20:08:41.971654Z,64,664,42,25.3
lw-ms-ambi-01,2025-05-09T20:14:42.162919Z,66,308,56,18
lw-ms-ambi-02,2025-05-09T20:18:42.292024Z,64,664,42,25.2
lw-ms-ambi-03,2025-05-09T20:18:45.590092Z,70,375,55,18.3
