sensorID,date time,battery,co2,humidity,temperature
lw-ms-ambi-03,2025-04-25T20:38:44.003420Z,71,407,56,17.9
lw-ms-ambi-02,2025-04-25T20:38:46.773873Z,65,760,49,20.3
lw-ms-ambi-01,2025-04-25T20:44:40.283778Z,67,327,56.5,17.5
lw-ms-ambi-03,2025-04-25T20:48:41.699267Z,71,417,56,17.9
lw-ms-ambi-02,2025-04-25T20:48:43.841400Z,65,757,49,20.3
lw-ms-ambi-01,2025-04-25T20:54:39.928173Z,67,328,56.5,17.5
lw-ms-ambi-03,2025-04-25T20:58:42.710148Z,71,414,56,17.9
lw-ms-ambi-02,2025-04-25T20:58:44.178285Z,65,767,49,20.3
lw-ms-ambi-01,2025-04-25T21:04:41.053845Z,67,320,56.5,17.5
lw-ms-ambi-03,2025-04-25T21:08:43.442154Z,71,405,56,17.9
lw-ms-ambi-01,2025-04-25T21:14:38.164919Z,67,330,57,17.5
lw-ms-ambi-03,2025-04-25T21:18:43.679299Z,71,413,56,17.9
lw-ms-ambi-02,2025-04-25T21:18:46.652003Z,65,777,49.5,20.3
lw-ms-ambi-01,2025-04-25T21:24:41.859203Z,67,325,57,17.5
lw-ms-ambi-03,2025-04-25T21:28:42.094505Z,71,411,56,17.9
lw-ms-ambi-01,2025-04-25T21:34:41.642021Z,67,325,56.5,17.5
lw-ms-ambi-03,2025-04-25T21:38:40.706940Z,71,403,55.5,18
lw-ms-ambi-01,2025-04-25T21:44:39.341052Z,67,326,56.5,17.5
lw-ms-ambi-03,2025-04-25T21:48:40.822825Z,71,411,55.5,18
lw-ms-ambi-02,2025-04-25T21:48:42.095580Z,65,744,49.5,20.3
lw-ms-ambi-01,2025-04-25T21:54:42.772498Z,67,328,56.5,17.4
lw-ms-ambi-03,2025-04-25T21:58:41.605093Z,71,416,55.5,18
lw-ms-ambi-02,2025-04-25T21:58:42.509702Z,65,760,49.5,20.2
lw-ms-ambi-01,2025-04-25T22:04:42.692881Z,67,325,56.5,17.4
lw-ms-ambi-03,2025-04-25T22:08:39.591267Z,71,406,56,18
lw-ms-ambi-02,2025-04-25T22:08:43.580755Z,65,760,49.5,20.2
lw-ms-ambi-03,2025-04-25T22:18:40.878701Z,71,401,56,18
lw-ms-ambi-02,2025-04-25T22:18:46.456862Z,65,751,49.5,20.2
lw-ms-ambi-01,2025-04-25T22:24:41.382357Z,67,325,57,17.4
lw-ms-ambi-03,2025-04-25T22:28:44.066042Z,71,414,56,18
lw-ms-ambi-02,2025-04-25T22:28:44.341914Z,65,739,49.5,20.2
lw-ms-ambi-01,2025-04-25T22:34:40.453140Z,67,314,57,17.4
lw-ms-ambi-03,2025-04-25T22:38:39.541746Z,71,404,56,18
lw-ms-ambi-02,2025-04-25T22:38:45.343296Z,65,745,49.5,20.2
lw-ms-ambi-01,2025-04-25T22:44:38.273507Z,67,322,57,17.4
lw-ms-ambi-03,2025-04-25T22:48:39.599773Z,71,406,56,18
lw-ms-ambi-02,2025-04-25T22:48:46.524911Z,65,735,49.5,20.2
lw-ms-ambi-01,2025-04-25T22:54:41.125249Z,67,322,57.5,17.3
lw-ms-ambi-03,2025-04-25T22:58:41.473829Z,71,403,56.5,18
lw-ms-ambi-02,2025-04-25T22:58:42.886109Z,65,740,49.5,20.2
lw-ms-ambi-01,2025-04-25T23:04:40.318287Z,67,329,57.5,17.3
lw-ms-ambi-03,2025-04-25T23:08:42.941404Z,71,399,56.5,18
lw-ms-ambi-02,2025-04-25T23:08:43.267556Z,65,749,49.5,20.1
lw-ms-ambi-01,2025-04-25T23:14:41.289103Z,67,319,57.5,17.3
lw-ms-ambi-03,2025-04-25T23:18:43.754711Z,71,399,56.5,18
lw-ms-ambi-02,2025-04-25T23:18:44.763240Z,65,737,49.5,20.1
lw-ms-ambi-02,2025-04-25T23:28:43.451724Z,65,728,49.5,20.1
lw-ms-ambi-01,2025-04-25T23:34:39.685403Z,67,314,58,17.3
lw-ms-ambi-03,2025-04-25T23:38:40.941815Z,71,401,56.5,18
lw-ms-ambi-02,2025-04-25T23:38:43.337215Z,65,729,49.5,20.1
lw-ms-ambi-01,2025-04-25T23:44:41.183327Z,67,335,58,17.3
lw-ms-ambi-03,2025-04-25T23:48:43.918299Z,71,397,57,18
lw-ms-ambi-02,2025-04-25T23:48:52.050710Z,65,733,49.5,20.1
lw-ms-ambi-01,2025-04-25T23:54:42.612596Z,67,326,58,17.2
lw-ms-ambi-02,2025-04-25T23:58:44.964630Z,65,747,49.5,20.1
